image_path,class,xmin,ymin,xmax,ymax
train_images\20ABC.jpg,135,372,587,386,612
train_images\20ABC.jpg,135,373,625,387,649
train_images\20ABC.jpg,135,373,663,387,687
train_images\20ABC.jpg,135,373,701,389,727
train_images\20ABC.jpg,135,374,740,389,766
train_images\20ABC.jpg,135,375,779,391,805
train_images\20ABC.jpg,135,376,819,390,844
train_images\20ABC.jpg,1345,357,818,374,844
train_images\20ABC.jpg,1345,320,819,338,844
train_images\20ABC.jpg,1345,320,780,335,805
train_images\20ABC.jpg,1345,356,780,372,805
train_images\20ABC.jpg,1345,319,741,335,767
train_images\20ABC.jpg,1345,356,740,371,766
train_images\20ABC.jpg,1345,319,703,336,729
train_images\20ABC.jpg,1345,319,665,335,687
train_images\20ABC.jpg,1345,357,702,371,727
train_images\20ABC.jpg,1345,355,664,371,686
train_images\20ABC.jpg,1345,319,628,334,650
train_images\20ABC.jpg,1345,355,626,370,650
train_images\20ABC.jpg,1345,317,588,335,613
train_images\20ABC.jpg,1345,354,587,370,611
train_images\20ABC.jpg,1345,317,550,335,575
train_images\20ABC.jpg,1345,353,550,369,575
train_images\20ABC.jpg,1345,353,512,369,538
train_images\20ABC.jpg,1345,318,514,333,538
train_images\20ABC.jpg,1345,317,477,333,502
train_images\20ABC.jpg,1345,353,476,368,501
train_images\20ABC.jpg,1345,316,438,332,461
train_images\20ABC.jpg,1345,351,435,368,459
train_images\20ABC.jpg,1345,316,401,332,422
train_images\20ABC.jpg,1345,352,399,366,422
train_images\20ABC.jpg,1345,315,363,331,388
train_images\20ABC.jpg,1345,351,361,365,385
train_images\20ABC.jpg,1345,315,326,331,349
train_images\20ABC.jpg,1345,349,325,365,348
train_images\20ABC.jpg,1345,314,290,330,313
train_images\20ABC.jpg,1345,349,289,365,313
train_images\20ABC.jpg,1345,313,253,330,277
train_images\20ABC.jpg,1345,348,251,364,276
train_images\20ABC.jpg,1345,347,215,363,238
train_images\20ABC.jpg,1345,312,217,329,240
train_images\20ABC.jpg,1345,313,182,329,204
train_images\20ABC.jpg,1345,347,180,363,203
train_images\20ABC.jpg,1345,312,146,327,168
train_images\20ABC.jpg,1345,347,146,362,167
train_images\20ABC.jpg,1345,329,113,344,133
train_images\20ABC.jpg,1345,364,111,379,133
train_images\20ABC.jpg,4,348,113,362,133
train_images\20ABC.jpg,4,331,180,345,205
train_images\20ABC.jpg,4,331,146,344,168
train_images\20ABC.jpg,4,331,215,344,238
train_images\20ABC.jpg,4,332,252,346,277
train_images\20ABC.jpg,4,332,289,346,312
train_images\20ABC.jpg,4,334,326,347,348
train_images\20ABC.jpg,4,333,362,349,387
train_images\20ABC.jpg,4,334,398,348,421
train_images\20ABC.jpg,4,335,436,349,461
train_images\20ABC.jpg,4,335,476,351,503
train_images\20ABC.jpg,4,336,513,350,540
train_images\20ABC.jpg,4,337,549,351,575
train_images\20ABC.jpg,4,337,586,352,612
train_images\20ABC.jpg,4,337,626,352,651
train_images\20ABC.jpg,4,338,664,353,687
train_images\20ABC.jpg,4,339,701,354,727
train_images\20ABC.jpg,4,339,740,353,765
train_images\20ABC.jpg,4,340,818,354,843
train_images\20ABC.jpg,4,338,779,353,804
train_images\20ABC.jpg,134,302,820,318,844
train_images\20ABC.jpg,134,302,781,318,805
train_images\20ABC.jpg,134,302,743,317,765
train_images\20ABC.jpg,134,302,704,317,728
train_images\20ABC.jpg,134,300,665,317,687
train_images\20ABC.jpg,134,300,626,317,651
train_images\20ABC.jpg,134,299,589,315,613
train_images\20ABC.jpg,134,300,550,315,575
train_images\20ABC.jpg,134,301,514,315,537
train_images\20ABC.jpg,134,298,477,314,500
train_images\20ABC.jpg,134,299,438,313,459
train_images\20ABC.jpg,134,297,364,312,386
train_images\20ABC.jpg,134,299,402,313,423
train_images\20ABC.jpg,134,296,326,312,350
train_images\20ABC.jpg,134,298,290,312,313
train_images\20ABC.jpg,134,295,253,311,276
train_images\20ABC.jpg,134,295,216,311,239
train_images\20ABC.jpg,134,294,180,310,204
train_images\20ABC.jpg,134,294,146,310,168
train_images\20ABC.jpg,134,311,111,327,134
train_images\20ABC.jpg,123,295,112,309,134
train_images\20ABC.jpg,123,278,147,292,170
train_images\20ABC.jpg,123,277,182,290,204
train_images\20ABC.jpg,123,277,216,292,240
train_images\20ABC.jpg,123,277,254,292,277
train_images\20ABC.jpg,123,279,327,294,349
train_images\20ABC.jpg,123,279,290,293,312
train_images\20ABC.jpg,123,280,363,294,386
train_images\20ABC.jpg,123,281,402,295,423
train_images\20ABC.jpg,123,281,438,296,461
train_images\20ABC.jpg,123,280,478,296,501
train_images\20ABC.jpg,123,281,514,298,538
train_images\20ABC.jpg,123,283,550,296,575
train_images\20ABC.jpg,123,281,590,297,614
train_images\20ABC.jpg,123,282,626,298,651
train_images\20ABC.jpg,123,283,664,297,688
train_images\20ABC.jpg,123,283,704,299,728
train_images\20ABC.jpg,123,283,743,298,767
train_images\20ABC.jpg,123,283,781,300,806
train_images\20ABC.jpg,123,283,818,300,845
train_images\20ABC.jpg,13,265,820,281,845
train_images\20ABC.jpg,13,266,782,280,806
train_images\20ABC.jpg,13,264,742,280,767
train_images\20ABC.jpg,13,265,703,279,729
train_images\20ABC.jpg,13,265,666,280,689
train_images\20ABC.jpg,13,264,627,280,651
train_images\20ABC.jpg,13,265,589,279,613
train_images\20ABC.jpg,13,264,552,280,574
train_images\20ABC.jpg,13,263,515,279,539
train_images\20ABC.jpg,13,264,477,278,500
train_images\20ABC.jpg,13,263,437,278,461
train_images\20ABC.jpg,13,263,399,278,424
train_images\20ABC.jpg,13,262,364,278,386
train_images\20ABC.jpg,13,261,326,278,349
train_images\20ABC.jpg,13,261,289,277,313
train_images\20ABC.jpg,13,260,253,275,275
train_images\20ABC.jpg,13,260,217,276,242
train_images\20ABC.jpg,13,260,182,276,205
train_images\20ABC.jpg,13,259,146,276,169
train_images\20ABC.jpg,13,277,112,292,134
train_images\20ABC.jpg,245,260,112,276,134
train_images\20ABC.jpg,245,243,182,258,204
train_images\20ABC.jpg,245,243,147,258,170
train_images\20ABC.jpg,245,244,219,258,241
train_images\20ABC.jpg,245,243,255,258,276
train_images\20ABC.jpg,245,245,291,259,313
train_images\20ABC.jpg,245,244,326,259,349
train_images\20ABC.jpg,245,245,364,260,386
train_images\20ABC.jpg,245,245,401,261,424
train_images\20ABC.jpg,245,246,439,261,460
train_images\20ABC.jpg,245,247,479,262,502
train_images\20ABC.jpg,245,248,515,261,540
train_images\20ABC.jpg,245,247,553,261,575
train_images\20ABC.jpg,245,248,590,262,613
train_images\20ABC.jpg,245,246,628,262,652
train_images\20ABC.jpg,245,247,666,263,690
train_images\20ABC.jpg,245,248,705,262,730
train_images\20ABC.jpg,245,247,743,262,767
train_images\20ABC.jpg,245,248,782,263,805
train_images\20ABC.jpg,245,249,821,263,846
train_images\20ABC.jpg,24,229,820,245,846
train_images\20ABC.jpg,24,230,783,245,806
train_images\20ABC.jpg,24,229,744,245,768
train_images\20ABC.jpg,24,230,704,245,728
train_images\20ABC.jpg,24,229,667,245,690
train_images\20ABC.jpg,24,229,629,244,651
train_images\20ABC.jpg,24,229,590,244,612
train_images\20ABC.jpg,24,229,553,244,575
train_images\20ABC.jpg,24,228,515,244,538
train_images\20ABC.jpg,24,229,479,244,501
train_images\20ABC.jpg,24,228,439,243,461
train_images\20ABC.jpg,24,228,402,243,424
train_images\20ABC.jpg,24,228,364,244,386
train_images\20ABC.jpg,24,226,327,242,349
train_images\20ABC.jpg,24,228,291,241,312
train_images\20ABC.jpg,24,225,255,241,277
train_images\20ABC.jpg,24,226,217,241,240
train_images\20ABC.jpg,24,226,183,241,204
train_images\20ABC.jpg,24,227,149,240,168
train_images\20ABC.jpg,24,244,115,258,134
train_images\20ABC.jpg,125,226,113,240,134
train_images\20ABC.jpg,125,209,149,224,169
train_images\20ABC.jpg,125,209,183,223,205
train_images\20ABC.jpg,125,208,219,223,241
train_images\20ABC.jpg,125,208,255,222,278
train_images\20ABC.jpg,125,208,290,223,312
train_images\20ABC.jpg,125,208,327,223,349
train_images\20ABC.jpg,125,208,364,224,386
train_images\20ABC.jpg,125,209,401,225,424
train_images\20ABC.jpg,125,209,439,225,460
train_images\20ABC.jpg,125,209,478,224,500
train_images\20ABC.jpg,125,210,516,225,539
train_images\20ABC.jpg,125,211,554,226,575
train_images\20ABC.jpg,125,211,591,224,614
train_images\20ABC.jpg,125,210,629,226,651
train_images\20ABC.jpg,125,210,667,226,690
train_images\20ABC.jpg,125,210,706,225,728
train_images\20ABC.jpg,125,210,743,226,767
train_images\20ABC.jpg,125,211,782,226,806
train_images\20ABC.jpg,125,211,822,226,847
train_images\20ABC.jpg,1245,193,822,209,847
train_images\20ABC.jpg,1245,194,783,209,806
train_images\20ABC.jpg,1245,192,745,208,769
train_images\20ABC.jpg,1245,192,705,208,731
train_images\20ABC.jpg,1245,192,667,208,693
train_images\20ABC.jpg,1245,192,629,207,653
train_images\20ABC.jpg,1245,192,590,208,616
train_images\20ABC.jpg,1245,192,554,209,579
train_images\20ABC.jpg,1245,192,517,208,540
train_images\20ABC.jpg,1245,191,478,207,503
train_images\20ABC.jpg,1245,191,438,207,463
train_images\20ABC.jpg,1245,191,401,206,425
train_images\20ABC.jpg,1245,190,364,207,389
train_images\20ABC.jpg,1245,190,327,206,352
train_images\20ABC.jpg,1245,191,292,206,314
train_images\20ABC.jpg,1245,190,255,206,279
train_images\20ABC.jpg,1245,190,219,206,243
train_images\20ABC.jpg,1245,190,183,206,207
train_images\20ABC.jpg,1245,191,149,207,171
train_images\20ABC.jpg,1245,208,113,224,136
train_images\20ABC.jpg,124,191,114,207,137
train_images\20ABC.jpg,124,174,149,189,172
train_images\20ABC.jpg,124,172,182,187,208
train_images\20ABC.jpg,124,172,220,189,244
train_images\20ABC.jpg,124,172,256,188,280
train_images\20ABC.jpg,124,172,291,189,316
train_images\20ABC.jpg,124,172,328,189,353
train_images\20ABC.jpg,124,173,363,189,388
train_images\20ABC.jpg,124,173,402,190,425
train_images\20ABC.jpg,124,172,438,190,464
train_images\20ABC.jpg,124,173,479,190,504
train_images\20ABC.jpg,124,173,516,191,542
train_images\20ABC.jpg,124,174,553,190,579
train_images\20ABC.jpg,124,173,590,191,617
train_images\20ABC.jpg,124,173,630,190,655
train_images\20ABC.jpg,124,174,668,189,693
train_images\20ABC.jpg,124,174,706,190,730
train_images\20ABC.jpg,124,173,745,190,769
train_images\20ABC.jpg,124,174,784,192,807
train_images\20ABC.jpg,124,175,821,191,846
train_images\20ABC.jpg,15,156,823,173,847
train_images\20ABC.jpg,15,157,784,172,808
train_images\20ABC.jpg,15,155,744,171,769
train_images\20ABC.jpg,15,155,706,171,729
train_images\20ABC.jpg,15,156,629,171,654
train_images\20ABC.jpg,15,156,669,171,693
train_images\20ABC.jpg,15,156,591,171,616
train_images\20ABC.jpg,15,156,554,172,579
train_images\20ABC.jpg,15,155,515,171,541
train_images\20ABC.jpg,15,155,479,171,504
train_images\20ABC.jpg,15,155,438,171,463
train_images\20ABC.jpg,15,155,402,172,426
train_images\20ABC.jpg,15,155,364,171,389
train_images\20ABC.jpg,15,156,327,171,353
train_images\20ABC.jpg,15,156,292,171,317
train_images\20ABC.jpg,15,156,256,170,278
train_images\20ABC.jpg,15,154,220,171,244
train_images\20ABC.jpg,15,155,184,171,207
train_images\20ABC.jpg,15,156,150,172,173
train_images\20ABC.jpg,15,173,114,189,139
train_images\20ABC.jpg,145,155,114,172,139
train_images\20ABC.jpg,145,139,150,154,173
train_images\20ABC.jpg,145,138,184,154,208
train_images\20ABC.jpg,145,138,220,153,243
train_images\20ABC.jpg,145,137,255,154,279
train_images\20ABC.jpg,145,138,292,155,317
train_images\20ABC.jpg,145,137,328,155,354
train_images\20ABC.jpg,145,138,364,153,389
train_images\20ABC.jpg,145,138,402,154,426
train_images\20ABC.jpg,145,137,439,153,463
train_images\20ABC.jpg,145,137,480,153,504
train_images\20ABC.jpg,145,137,516,154,540
train_images\20ABC.jpg,145,138,553,154,577
train_images\20ABC.jpg,145,138,590,153,615
train_images\20ABC.jpg,145,138,630,154,655
train_images\20ABC.jpg,145,138,669,154,693
train_images\20ABC.jpg,145,137,705,153,731
train_images\20ABC.jpg,145,138,744,154,770
train_images\20ABC.jpg,145,138,783,155,809
train_images\20ABC.jpg,145,137,821,154,848
train_images\20ABC.jpg,14,120,822,136,847
train_images\20ABC.jpg,14,121,783,135,808
train_images\20ABC.jpg,14,119,744,137,770
train_images\20ABC.jpg,14,119,707,135,731
train_images\20ABC.jpg,14,119,669,136,694
train_images\20ABC.jpg,14,119,630,136,656
train_images\20ABC.jpg,14,119,591,135,617
train_images\20ABC.jpg,14,120,554,136,578
train_images\20ABC.jpg,14,119,516,135,541
train_images\20ABC.jpg,14,118,479,136,505
train_images\20ABC.jpg,14,120,440,135,464
train_images\20ABC.jpg,14,120,402,135,426
train_images\20ABC.jpg,14,119,365,136,391
train_images\20ABC.jpg,14,120,328,135,354
train_images\20ABC.jpg,14,119,292,136,318
train_images\20ABC.jpg,14,119,256,135,281
train_images\20ABC.jpg,14,120,220,136,247
train_images\20ABC.jpg,14,120,184,136,210
train_images\20ABC.jpg,14,121,149,137,175
train_images\20ABC.jpg,14,122,115,140,141
train_images\20ABC.jpg,12,104,116,120,141
train_images\20ABC.jpg,12,103,186,118,210
train_images\20ABC.jpg,12,103,150,119,174
train_images\20ABC.jpg,12,102,221,118,246
train_images\20ABC.jpg,12,101,257,118,281
train_images\20ABC.jpg,12,101,292,117,318
train_images\20ABC.jpg,12,101,329,119,353
train_images\20ABC.jpg,12,101,365,117,390
train_images\20ABC.jpg,12,101,403,119,427
train_images\20ABC.jpg,12,102,440,117,463
train_images\20ABC.jpg,12,101,479,116,505
train_images\20ABC.jpg,12,100,516,118,541
train_images\20ABC.jpg,12,100,554,118,578
train_images\20ABC.jpg,12,100,592,117,617
train_images\20ABC.jpg,12,100,630,117,655
train_images\20ABC.jpg,12,100,669,117,693
train_images\20ABC.jpg,12,98,705,118,731
train_images\20ABC.jpg,12,101,745,117,769
train_images\20ABC.jpg,12,101,784,118,808
train_images\20ABC.jpg,12,102,822,118,847
train_images\20ABC.jpg,1,83,822,100,847
train_images\20ABC.jpg,1,83,783,99,808
train_images\20ABC.jpg,1,82,744,98,770
train_images\20ABC.jpg,1,83,706,97,732
train_images\20ABC.jpg,1,83,669,99,694
train_images\20ABC.jpg,1,83,629,98,655
train_images\20ABC.jpg,1,83,593,99,617
train_images\20ABC.jpg,1,83,554,99,580
train_images\20ABC.jpg,1,82,515,99,541
train_images\20ABC.jpg,1,83,479,99,504
train_images\20ABC.jpg,1,83,439,99,464
train_images\20ABC.jpg,1,83,403,99,428
train_images\20ABC.jpg,1,84,366,99,390
train_images\20ABC.jpg,1,84,329,99,355
train_images\20ABC.jpg,1,84,293,100,320
train_images\20ABC.jpg,1,85,257,99,282
train_images\20ABC.jpg,1,85,220,101,247
train_images\20ABC.jpg,1,86,186,101,212
train_images\20ABC.jpg,1,87,150,101,175
train_images\20ABC.jpg,1,87,115,102,142
train_images\21ABC.jpg,5,28,267,38,282
train_images\21ABC.jpg,5,140,264,151,281
train_images\21ABC.jpg,5,215,265,225,280
train_images\21ABC.jpg,5,254,264,263,280
train_images\21ABC.jpg,5,292,263,301,280
train_images\21ABC.jpg,5,368,263,378,279
train_images\21ABC.jpg,5,67,265,75,282
train_images\21ABC.jpg,5,103,266,113,284
train_images\21ABC.jpg,5,178,265,187,280
train_images\21ABC.jpg,5,331,262,340,279
train_images\21ABC.jpg,5,29,240,39,255
train_images\21ABC.jpg,5,25,297,36,312
train_images\21ABC.jpg,5,26,321,35,337
train_images\21ABC.jpg,5,52,296,62,312
train_images\21ABC.jpg,5,32,40,43,56
train_images\21ABC.jpg,5,32,66,41,82
train_images\21ABC.jpg,5,33,91,41,105
train_images\21ABC.jpg,5,33,114,41,130
train_images\21ABC.jpg,5,32,139,39,155
train_images\21ABC.jpg,5,31,164,39,182
train_images\21ABC.jpg,5,30,191,39,206
train_images\21ABC.jpg,5,66,215,75,229
train_images\21ABC.jpg,5,68,190,76,203
train_images\21ABC.jpg,5,68,164,76,181
train_images\21ABC.jpg,5,29,216,38,231
train_images\21ABC.jpg,5,67,140,77,154
train_images\21ABC.jpg,5,68,114,76,128
train_images\21ABC.jpg,5,68,90,76,105
train_images\21ABC.jpg,5,69,65,78,80
train_images\21ABC.jpg,5,66,239,75,254
train_images\21ABC.jpg,5,103,65,113,81
train_images\21ABC.jpg,5,103,89,113,105
train_images\21ABC.jpg,5,102,113,113,128
train_images\21ABC.jpg,5,105,163,113,180
train_images\21ABC.jpg,5,104,138,114,152
train_images\21ABC.jpg,5,105,190,114,202
train_images\21ABC.jpg,5,105,214,114,229
train_images\21ABC.jpg,5,141,240,150,255
train_images\21ABC.jpg,5,139,214,149,228
train_images\21ABC.jpg,5,141,188,150,202
train_images\21ABC.jpg,5,105,241,113,258
train_images\21ABC.jpg,5,140,40,149,56
train_images\21ABC.jpg,5,139,63,150,79
train_images\21ABC.jpg,5,140,87,149,102
train_images\21ABC.jpg,5,140,111,149,126
train_images\21ABC.jpg,5,140,138,150,151
train_images\21ABC.jpg,5,140,162,151,177
train_images\21ABC.jpg,5,178,112,187,128
train_images\21ABC.jpg,5,178,137,187,151
train_images\21ABC.jpg,5,176,187,186,202
train_images\21ABC.jpg,5,215,187,224,203
train_images\21ABC.jpg,5,214,162,223,178
train_images\21ABC.jpg,5,214,138,223,152
train_images\21ABC.jpg,5,213,113,223,128
train_images\21ABC.jpg,5,215,87,223,102
train_images\21ABC.jpg,5,253,187,261,202
train_images\21ABC.jpg,5,252,211,261,226
train_images\21ABC.jpg,5,177,213,187,228
train_images\21ABC.jpg,5,216,215,224,229
train_images\21ABC.jpg,5,178,239,187,254
train_images\21ABC.jpg,5,217,238,226,253
train_images\21ABC.jpg,5,253,239,263,256
train_images\21ABC.jpg,5,292,212,301,226
train_images\21ABC.jpg,5,291,186,299,201
train_images\21ABC.jpg,5,291,237,301,252
train_images\21ABC.jpg,5,329,237,339,253
train_images\21ABC.jpg,5,330,211,338,226
train_images\21ABC.jpg,5,367,209,376,226
train_images\21ABC.jpg,5,367,234,377,252
train_images\21ABC.jpg,5,325,184,337,200
train_images\21ABC.jpg,5,364,184,375,201
train_images\21ABC.jpg,5,365,158,374,176
train_images\21ABC.jpg,5,252,162,261,178
train_images\21ABC.jpg,5,251,137,260,152
train_images\21ABC.jpg,5,288,134,299,151
train_images\21ABC.jpg,5,326,133,335,149
train_images\21ABC.jpg,5,365,133,373,149
train_images\21ABC.jpg,5,326,160,336,174
train_images\21ABC.jpg,5,287,160,299,176
train_images\21ABC.jpg,5,177,39,185,55
train_images\21ABC.jpg,5,178,88,186,102
train_images\21ABC.jpg,5,176,63,185,78
train_images\21ABC.jpg,5,213,40,222,53
train_images\21ABC.jpg,5,214,63,222,78
train_images\21ABC.jpg,5,249,38,258,52
train_images\21ABC.jpg,5,251,62,259,76
train_images\21ABC.jpg,5,251,86,259,101
train_images\21ABC.jpg,5,251,111,260,125
train_images\21ABC.jpg,5,289,110,297,123
train_images\21ABC.jpg,5,288,84,296,98
train_images\21ABC.jpg,5,288,57,296,73
train_images\21ABC.jpg,5,287,36,295,50
train_images\21ABC.jpg,5,325,83,333,98
train_images\21ABC.jpg,5,325,109,335,123
train_images\21ABC.jpg,5,364,109,373,123
train_images\21ABC.jpg,5,361,57,371,73
train_images\21ABC.jpg,5,359,34,370,48
train_images\21ABC.jpg,5,361,82,372,97
train_images\21ABC.jpg,5,324,57,334,73
train_images\21ABC.jpg,5,323,36,332,50
train_images\21ABC.jpg,5,52,348,62,364
train_images\21ABC.jpg,5,52,324,61,336
train_images\21ABC.jpg,5,76,323,86,337
train_images\21ABC.jpg,5,75,348,85,366
train_images\21ABC.jpg,5,126,320,136,339
train_images\21ABC.jpg,5,102,347,112,362
train_images\21ABC.jpg,5,101,322,111,338
train_images\21ABC.jpg,5,127,348,136,365
train_images\21ABC.jpg,5,51,374,61,393
train_images\21ABC.jpg,5,25,374,35,394
train_images\21ABC.jpg,5,76,375,87,393
train_images\21ABC.jpg,5,102,375,111,391
train_images\21ABC.jpg,5,125,375,137,394
train_images\21ABC.jpg,5,22,404,33,419
train_images\21ABC.jpg,5,22,430,33,450
train_images\21ABC.jpg,5,22,459,32,476
train_images\21ABC.jpg,5,52,403,61,420
train_images\21ABC.jpg,5,74,403,85,420
train_images\21ABC.jpg,5,76,432,85,449
train_images\21ABC.jpg,5,102,431,110,447
train_images\21ABC.jpg,5,103,403,112,420
train_images\21ABC.jpg,5,126,402,137,418
train_images\21ABC.jpg,5,126,430,137,447
train_images\21ABC.jpg,5,76,459,85,476
train_images\21ABC.jpg,5,100,460,110,477
train_images\21ABC.jpg,5,153,432,163,447
train_images\21ABC.jpg,5,152,374,162,393
train_images\21ABC.jpg,5,178,404,188,418
train_images\21ABC.jpg,5,151,404,162,419
train_images\21ABC.jpg,5,178,374,188,392
train_images\21ABC.jpg,5,203,375,213,393
train_images\21ABC.jpg,5,204,403,214,418
train_images\21ABC.jpg,5,204,431,214,446
train_images\21ABC.jpg,5,204,457,215,473
train_images\21ABC.jpg,5,180,459,188,474
train_images\21ABC.jpg,5,179,431,190,445
train_images\21ABC.jpg,5,152,460,162,475
train_images\21ABC.jpg,5,126,460,137,475
train_images\21ABC.jpg,5,231,431,241,448
train_images\21ABC.jpg,5,230,403,240,419
train_images\21ABC.jpg,5,232,457,242,473
train_images\21ABC.jpg,5,50,458,58,474
train_images\21ABC.jpg,5,23,488,32,505
train_images\21ABC.jpg,5,20,513,32,534
train_images\21ABC.jpg,5,19,541,31,564
train_images\21ABC.jpg,5,50,513,58,532
train_images\21ABC.jpg,5,49,542,58,563
train_images\21ABC.jpg,5,74,485,85,505
train_images\21ABC.jpg,5,75,513,85,529
train_images\21ABC.jpg,5,74,544,84,560
train_images\21ABC.jpg,5,101,488,111,504
train_images\21ABC.jpg,5,100,514,110,529
train_images\21ABC.jpg,5,100,544,110,559
train_images\21ABC.jpg,5,126,487,137,503
train_images\21ABC.jpg,5,125,544,137,560
train_images\21ABC.jpg,5,151,545,162,560
train_images\21ABC.jpg,5,151,515,163,531
train_images\21ABC.jpg,5,153,487,162,504
train_images\21ABC.jpg,5,181,515,189,531
train_images\21ABC.jpg,5,180,486,189,502
train_images\21ABC.jpg,5,181,544,190,559
train_images\21ABC.jpg,5,205,515,214,531
train_images\21ABC.jpg,5,205,486,214,502
train_images\21ABC.jpg,5,231,544,242,560
train_images\21ABC.jpg,5,232,515,243,531
train_images\21ABC.jpg,5,232,485,241,502
train_images\21ABC.jpg,5,125,516,136,530
train_images\21ABC.jpg,5,206,543,215,560
train_images\21ABC.jpg,5,48,486,59,503
train_images\21ABC.jpg,5,258,545,268,560
train_images\21ABC.jpg,5,285,545,296,560
train_images\21ABC.jpg,5,341,543,349,562
train_images\21ABC.jpg,5,366,542,376,560
train_images\21ABC.jpg,5,311,543,323,561
train_images\21ABC.jpg,5,312,514,321,528
train_images\21ABC.jpg,5,285,515,295,533
train_images\21ABC.jpg,5,257,486,267,501
train_images\21ABC.jpg,5,256,457,267,476
train_images\21ABC.jpg,5,258,516,269,531
train_images\21ABC.jpg,5,283,458,294,474
train_images\21ABC.jpg,5,284,486,294,501
train_images\21ABC.jpg,5,310,457,319,473
train_images\21ABC.jpg,5,339,486,348,501
train_images\21ABC.jpg,5,311,486,321,503
train_images\21ABC.jpg,5,337,516,348,533
train_images\21ABC.jpg,5,364,515,376,531
train_images\21ABC.jpg,5,364,458,372,474
train_images\21ABC.jpg,5,389,458,399,475
train_images\21ABC.jpg,5,365,487,375,504
train_images\21ABC.jpg,5,390,487,401,501
train_images\21ABC.jpg,5,391,542,403,560
train_images\21ABC.jpg,5,392,514,403,532
train_images\21ABC.jpg,5,337,458,346,472
train_images\21ABC.jpg,5,257,429,267,446
train_images\21ABC.jpg,5,281,398,292,418
train_images\21ABC.jpg,5,283,430,293,446
train_images\21ABC.jpg,5,309,430,319,445
train_images\21ABC.jpg,5,362,430,372,445
train_images\21ABC.jpg,5,360,403,372,417
train_images\21ABC.jpg,5,385,400,397,417
train_images\21ABC.jpg,5,359,371,371,389
train_images\21ABC.jpg,5,385,347,394,364
train_images\21ABC.jpg,5,386,373,395,388
train_images\21ABC.jpg,5,387,431,398,445
train_images\21ABC.jpg,5,333,373,344,389
train_images\21ABC.jpg,5,333,345,342,360
train_images\21ABC.jpg,5,334,399,345,416
train_images\21ABC.jpg,5,307,401,319,418
train_images\21ABC.jpg,5,308,373,318,388
train_images\21ABC.jpg,5,306,346,317,361
train_images\21ABC.jpg,5,256,375,266,390
train_images\21ABC.jpg,5,281,346,290,362
train_images\21ABC.jpg,5,280,375,292,389
train_images\21ABC.jpg,5,255,401,267,417
train_images\21ABC.jpg,5,205,347,213,362
train_images\21ABC.jpg,5,177,346,188,362
train_images\21ABC.jpg,5,153,348,162,366
train_images\21ABC.jpg,5,229,346,238,361
train_images\21ABC.jpg,5,229,375,239,390
train_images\21ABC.jpg,5,256,347,265,361
train_images\21ABC.jpg,12,43,40,54,55
train_images\21ABC.jpg,12,43,66,55,82
train_images\21ABC.jpg,12,42,92,54,105
train_images\21ABC.jpg,12,43,114,54,129
train_images\21ABC.jpg,12,41,139,51,155
train_images\21ABC.jpg,12,40,164,53,182
train_images\21ABC.jpg,12,40,191,52,205
train_images\21ABC.jpg,12,40,217,52,231
train_images\21ABC.jpg,12,40,242,53,256
train_images\21ABC.jpg,12,40,266,52,283
train_images\21ABC.jpg,14,78,266,91,282
train_images\21ABC.jpg,14,77,241,88,255
train_images\21ABC.jpg,14,77,215,90,230
train_images\21ABC.jpg,14,78,165,90,181
train_images\21ABC.jpg,14,78,190,89,204
train_images\21ABC.jpg,14,78,139,90,154
train_images\21ABC.jpg,14,77,112,89,129
train_images\21ABC.jpg,14,80,91,89,105
train_images\21ABC.jpg,14,80,65,92,80
train_images\21ABC.jpg,145,116,65,127,81
train_images\21ABC.jpg,145,115,88,125,105
train_images\21ABC.jpg,145,115,138,125,152
train_images\21ABC.jpg,145,116,113,126,128
train_images\21ABC.jpg,145,115,163,126,180
train_images\21ABC.jpg,145,115,214,125,229
train_images\21ABC.jpg,145,115,241,126,258
train_images\21ABC.jpg,145,114,267,126,284
train_images\21ABC.jpg,145,116,190,126,201
train_images\21ABC.jpg,15,153,265,162,280
train_images\21ABC.jpg,15,151,240,162,256
train_images\21ABC.jpg,15,152,189,163,203
train_images\21ABC.jpg,15,153,162,163,177
train_images\21ABC.jpg,15,153,214,163,228
train_images\21ABC.jpg,15,152,138,162,153
train_images\21ABC.jpg,15,150,111,161,127
train_images\21ABC.jpg,15,152,87,162,102
train_images\21ABC.jpg,15,151,64,162,78
train_images\21ABC.jpg,15,151,39,161,56
train_images\21ABC.jpg,124,189,39,199,55
train_images\21ABC.jpg,124,188,63,198,78
train_images\21ABC.jpg,124,189,88,198,102
train_images\21ABC.jpg,124,188,137,199,151
train_images\21ABC.jpg,124,189,187,199,202
train_images\21ABC.jpg,124,190,214,201,229
train_images\21ABC.jpg,124,190,239,200,254
train_images\21ABC.jpg,124,190,265,202,281
train_images\21ABC.jpg,1245,228,264,238,281
train_images\21ABC.jpg,1245,227,238,238,254
train_images\21ABC.jpg,1245,226,214,238,229
train_images\21ABC.jpg,1245,227,187,238,203
train_images\21ABC.jpg,1245,225,162,237,178
train_images\21ABC.jpg,1245,227,137,237,153
train_images\21ABC.jpg,1245,225,113,236,128
train_images\21ABC.jpg,1245,225,87,236,102
train_images\21ABC.jpg,1245,225,63,235,79
train_images\21ABC.jpg,1245,225,39,234,53
train_images\21ABC.jpg,125,262,37,270,51
